2015-1-1,19,63,1013,
2015-1-2,27,41,1012,Fog
2015-1-3,31,29,1010,Rain
2015-1-4,20,64,1016,Rain
2015-1-5,17,66,1020,
2015-1-6,21,62,1019,
2015-1-7,28,51,1013,Rain-Thunderstorm
2015-1-8,25,63,1009,Rain-Thunderstorm
2015-1-9,17,91,1010,Fog-Rain
2015-1-10,16,81,1013,Rain
2015-1-11,21,68,1014,
2015-1-12,22,60,1011,
2015-1-13,22,65,1001,Rain
2015-1-14,19,76,1002,Rain
2015-1-15,17,69,1009,Rain
2015-1-16,18,52,1007,
2015-1-17,19,49,1010,Rain
2015-1-18,15,54,1016,
2015-1-19,17,49,1015,
2015-1-20,20,50,1006,
2015-1-21,26,45,1008,Rain
2015-1-22,26,62,1009,
2015-1-23,22,56,1006,
2015-1-24,20,62,1004,
2015-1-25,17,49,1008,Rain
2015-1-26,13,56,1015,
2015-1-27,14,55,1017,
2015-1-28,18,50,1017,
2015-1-29,16,53,1019,
2015-1-30,16,53,1015,
2015-1-31,17,64,1012,
2015-2-1,16,82,1013,Rain
2015-2-2,18,61,1019,Rain
2015-2-3,18,59,1022,
2015-2-4,16,60,1020,Rain
2015-2-5,18,64,1022,
2015-2-6,24,47,1022,
2015-2-7,29,29,1018,Rain
2015-2-8,21,59,1020,
2015-2-9,19,55,1023,
2015-2-10,22,63,1020,
2015-2-11,26,62,1019,
2015-2-12,20,61,1023,
2015-2-13,22,65,1020,Rain-Thunderstorm
2015-2-14,22,80,1018,Rain
2015-2-15,24,56,1014,Fog
2015-2-16,21,57,1016,
2015-2-17,18,70,1017,Rain
2015-2-18,18,73,1020,Rain
2015-2-19,23,70,1017,
2015-2-20,21,74,1015,
2015-2-21,27,49,1013,Rain-Thunderstorm
2015-2-22,29,37,1012,Rain-Thunderstorm
2015-2-23,22,66,1014,Rain-Thunderstorm
2015-2-24,17,54,1019,
2015-2-25,20,64,1013,
2015-2-26,20,71,1010,Rain
2015-2-27,19,67,1010,
2015-2-28,24,56,1005,Rain-Thunderstorm
2015-3-1,17,72,1012,Rain
2015-3-2,16,61,1016,
2015-3-3,19,66,1016,
2015-3-4,19,59,1013,
2015-3-5,14,48,1015,Rain
2015-3-6,16,69,1012,Rain
2015-3-7,18,71,1012,Rain
2015-3-8,20,70,1011,
2015-3-9,18,66,1013,
2015-3-10,18,57,1017,
2015-3-11,17,58,1015,
2015-3-12,16,60,1019,
2015-3-13,17,52,1022,
2015-3-14,19,57,1014,Rain
2015-3-15,16,61,1017,Rain
2015-3-16,16,58,1013,
2015-3-17,21,34,1004,Rain
2015-3-18,20,64,1004,Rain
2015-3-19,23,52,1006,Rain-Thunderstorm
2015-3-20,15,54,1019,
2015-3-21,15,55,1025,
2015-3-22,18,50,1019,
2015-3-23,20,47,1009,Rain
2015-3-24,13,61,1017,Rain
2015-3-25,16,50,1016,
2015-3-26,13,48,1017,Rain
2015-3-27,14,58,1022,Rain
2015-3-28,14,63,1024,
2015-3-29,16,59,1022,
2015-3-30,16,62,1024,
2015-3-31,18,65,1024,
2015-4-1,22,35,1016,
2015-4-2,16,57,1021,Rain
2015-4-3,12,58,1023,
2015-4-4,16,63,1017,
2015-4-5,13,62,1011,
