2006-1-1,34,47,1008,
2006-1-2,21,84,1014,Rain
2006-1-3,24,72,1010,
2006-1-4,19,74,1016,
2006-1-5,20,92,1015,Rain
2006-1-6,23,80,1013,Rain
2006-1-7,23,70,1018,Rain
2006-1-8,23,67,1018,
2006-1-9,24,84,1016,Rain
2006-1-10,27,76,1013,
2006-1-11,27,82,1011,Rain-Thunderstorm
2006-1-12,23,83,1014,
2006-1-13,23,82,1015,Rain
2006-1-14,26,79,1013,Rain
2006-1-15,22,75,1017,Rain
2006-1-16,23,91,1015,Rain-Thunderstorm
2006-1-17,24,86,1010,Rain
2006-1-18,21,81,1015,Rain
2006-1-19,21,68,1021,Rain
2006-1-20,23,63,1019,
2006-1-21,26,66,1013,
2006-1-22,26,68,1010,
2006-1-23,26,69,1007,
2006-1-24,22,86,1010,
2006-1-25,21,80,1018,Rain
2006-1-26,24,75,1015,
2006-1-27,26,75,1010,
2006-1-28,26,62,1012,
2006-1-29,26,61,1013,
2006-1-30,26,67,1009,Rain
2006-1-31,21,83,1011,Rain
2006-2-1,26,73,1006,
2006-2-2,26,86,1008,
2006-2-3,22,86,1014,
2006-2-4,22,77,1015,Rain
2006-2-5,23,70,1016,Rain
2006-2-6,26,66,1009,
2006-2-7,21,62,1018,
2006-2-8,22,50,1019,
2006-2-9,25,61,1008,
2006-2-10,22,57,1012,
2006-2-11,22,56,1014,
2006-2-12,26,71,1012,
2006-2-13,23,75,1012,Rain
2006-2-14,22,70,1020,
2006-2-15,24,73,1017,Rain
2006-2-16,24,77,1013,Rain-Thunderstorm
2006-2-17,27,63,1010,
2006-2-18,29,61,1009,Rain-Thunderstorm
2006-2-19,24,88,1011,Rain
2006-2-20,23,88,1016,Rain
2006-2-21,23,69,1019,
2006-2-22,23,69,1020,
2006-2-23,23,66,1022,
2006-2-24,24,70,1020,Rain
2006-2-25,26,65,1015,
2006-2-26,24,77,1013,Rain-Thunderstorm
2006-2-27,22,77,1022,Rain
2006-2-28,21,77,1023,
2006-3-1,23,81,1025,
2006-3-2,23,67,1026,Rain
2006-3-3,23,64,1024,Rain
2006-3-4,23,71,1024,
2006-3-5,22,74,1019,
2006-3-6,28,61,1007,
2006-3-7,23,68,1009,
2006-3-8,23,69,1017,
2006-3-9,26,70,1017,
2006-3-10,23,81,1017,
2006-3-11,23,71,1019,
2006-3-12,27,68,1017,
2006-3-13,27,62,1015,
2006-3-14,23,80,1018,Rain
2006-3-15,23,82,1015,Rain
2006-3-16,26,69,1008,Rain
2006-3-17,21,51,1012,
2006-3-18,22,61,1017,
2006-3-19,24,75,1017,Rain
2006-3-20,21,68,1024,Rain
2006-3-21,21,68,1024,Rain
2006-3-22,21,71,1022,Rain
2006-3-23,21,86,1021,Rain
2006-3-24,20,81,1022,Rain
2006-3-25,21,67,1021,Rain
2006-3-26,20,73,1017,Rain
2006-3-27,22,70,1015,
2006-3-28,22,83,1017,
2006-3-29,22,81,1019,Rain
2006-3-30,24,76,1017,Rain
2006-3-31,22,69,1010,Rain
2006-4-1,18,52,1005,
2006-4-2,15,47,1011,
2006-4-3,17,57,1012,
2006-4-4,22,52,1009,
2006-4-5,24,40,1004,
2006-4-6,19,29,1004,
2006-4-7,19,33,1008,
2006-4-8,17,42,1009,
2006-4-9,17,46,1015,
2006-4-10,18,62,1019,Rain
2006-4-11,22,56,1013,
2006-4-12,24,47,1012,
2006-4-13,21,77,1016,Rain
2006-4-14,20,68,1016,Fog
2006-4-15,19,40,1016,
2006-4-16,14,48,1021,
2006-4-17,17,62,1020,
2006-4-18,21,63,1015,
2006-4-19,24,59,1014,
2006-4-20,23,39,1012,Rain
2006-4-21,19,32,1015,
2006-4-22,14,43,1019,
2006-4-23,13,54,1019,Rain
2006-4-24,16,71,1023,Rain
2006-4-25,16,81,1023,Rain
2006-4-26,16,79,1022,Rain
2006-4-27,16,77,1020,Rain
2006-4-28,17,63,1016,
2006-4-29,19,71,1011,Rain
2006-4-30,17,73,1010,
2006-5-1,18,59,1007,Rain
2006-5-2,17,64,1010,
2006-5-3,19,45,1012,
2006-5-4,18,49,1017,
2006-5-5,17,57,1016,
2006-5-6,16,60,1015,
2006-5-7,18,49,1009,
2006-5-8,14,40,1017,
2006-5-9,14,45,1018,
2006-5-10,17,54,1018,Rain
