2011-1-1,23,91,1013,
2011-1-2,26,85,1012,Rain
2011-1-3,26,79,1008,Rain-Thunderstorm
2011-1-4,24,78,1007,Rain
2011-1-5,24,81,1006,Rain-Thunderstorm
2011-1-6,21,93,1005,Rain-Thunderstorm
2011-1-7,23,83,1006,Rain-Thunderstorm
2011-1-8,24,81,1006,Rain
2011-1-9,24,91,1006,Rain-Thunderstorm
2011-1-10,26,92,1006,Rain
2011-1-11,24,92,1007,Rain-Thunderstorm
2011-1-12,26,81,1010,Rain
2011-1-13,26,68,1011,Rain
2011-1-14,24,68,1010,
2011-1-15,23,71,1008,Rain
2011-1-16,23,72,1006,
2011-1-17,24,72,1003,
2011-1-18,28,76,1004,Rain-Thunderstorm
2011-1-19,26,84,1007,Rain-Thunderstorm
2011-1-20,24,84,1008,Rain
2011-1-21,23,77,1011,Rain
2011-1-22,23,67,1012,
2011-1-23,23,65,1010,
2011-1-24,22,68,1009,
2011-1-25,24,73,1010,
2011-1-26,24,70,1014,
2011-1-27,24,71,1014,
2011-1-28,26,76,1013,Rain
2011-1-29,24,69,1016,Rain
2011-1-30,24,71,1018,Rain
2011-1-31,27,72,1017,Rain
2011-2-1,27,86,1016,Rain
2011-2-2,28,85,1016,Rain
2011-2-3,28,81,1016,Rain
2011-2-4,27,79,1016,
2011-2-5,28,79,1016,Rain
2011-2-6,28,86,1016,Rain-Thunderstorm
2011-2-7,27,78,1016,Rain
2011-2-8,23,84,1015,Rain
2011-2-9,24,69,1019,Rain
2011-2-10,24,71,1019,Rain
2011-2-11,23,76,1017,Rain
2011-2-12,24,71,1014,
2011-2-13,24,77,1014,Rain
2011-2-14,27,75,1015,Rain
2011-2-15,24,84,1016,Rain
2011-2-16,24,82,1015,Rain
2011-2-17,24,81,1013,Rain
2011-2-18,24,79,1012,Rain
2011-2-19,26,76,1012,
2011-2-20,26,77,1009,
2011-2-21,27,84,1007,Rain-Thunderstorm
2011-2-22,24,67,1014,Rain
2011-2-23,22,75,1016,Rain
2011-2-24,22,76,1015,Rain
2011-2-25,22,70,1014,
2011-2-26,23,68,1012,
2011-2-27,26,66,1012,
2011-2-28,26,72,1011,Rain
2011-3-1,26,77,1010,
2011-3-2,24,81,1012,Rain-Thunderstorm
2011-3-3,26,86,1010,Rain-Thunderstorm
2011-3-4,23,95,1010,Rain
2011-3-5,23,83,1014,Rain
2011-3-6,23,63,1020,Rain
2011-3-7,22,68,1018,Rain
2011-3-8,22,74,1017,Rain
2011-3-9,22,69,1016,Rain
2011-3-10,23,75,1014,
2011-3-11,24,72,1015,Rain
2011-3-12,24,75,1019,Rain
2011-3-13,24,79,1019,Rain
2011-3-14,26,70,1018,
2011-3-15,24,71,1017,
2011-3-16,24,77,1016,
2011-3-17,24,77,1016,
2011-3-18,24,78,1013,Rain
2011-3-19,22,92,1010,Rain
2011-3-20,23,92,1006,Rain
2011-3-21,26,85,1003,
2011-3-22,27,84,1002,
2011-3-23,26,57,1005,
2011-3-24,25,55,1007,
2011-3-25,22,53,1010,
2011-3-26,23,61,1014,
2011-3-27,22,66,1019,
2011-3-28,21,75,1021,Rain
2011-3-29,23,71,1020,Rain
2011-3-30,21,93,1019,Rain
2011-3-31,23,80,1019,Rain
2011-4-1,22,79,1020,Rain
2011-4-2,22,75,1018,Rain-Thunderstorm
2011-4-3,22,74,1020,Rain
2011-4-4,21,67,1021,
2011-4-5,21,76,1023,Rain
2011-4-6,20,70,1023,Rain
2011-4-7,21,72,1023,Rain
2011-4-8,19,87,1024,Rain
2011-4-9,21,76,1022,Rain
2011-4-10,20,78,1016,
2011-4-11,21,83,1012,Rain-Thunderstorm
2011-4-12,22,77,1014,Fog
2011-4-13,20,73,1015,
2011-4-14,22,78,1012,
2011-4-15,21,76,1013,
2011-4-16,20,82,1014,Rain
2011-4-17,21,79,1017,Rain
2011-4-18,19,93,1017,Rain
2011-4-19,20,86,1017,Rain
2011-4-20,22,81,1017,Rain
2011-4-21,22,81,1014,Rain
2011-4-22,22,86,1013,Fog
2011-4-23,22,81,1016,
2011-4-24,21,74,1020,
2011-4-25,21,71,1021,Rain
2011-4-26,20,82,1021,Rain
2011-4-27,18,85,1020,Rain
2011-4-28,19,84,1019,Rain
2011-4-29,20,80,1017,Rain-Thunderstorm
2011-4-30,20,77,1015,Rain
2011-5-1,20,72,1013,
2011-5-2,19,79,1013,
2011-5-3,19,85,1013,Rain-Thunderstorm
2011-5-4,19,80,1013,
2011-5-5,18,68,1015,
2011-5-6,18,63,1018,
2011-5-7,17,69,1016,
2011-5-8,17,77,1014,
2011-5-9,17,90,1011,Rain
2011-5-10,17,71,1011,Rain
2011-5-11,14,57,1013,
2011-5-12,16,45,1013,
2011-5-13,14,59,1014,
2011-5-14,16,60,1015,
2011-5-15,16,49,1025,
2011-5-16,16,70,1027,Thunderstorm
2011-5-17,17,73,1026,
2011-5-18,17,69,1027,
2011-5-19,18,83,1027,Rain
2011-5-20,18,78,1025,Rain
2011-5-21,18,89,1023,Rain
2011-5-22,20,91,1020,Rain
2011-5-23,18,92,1012,Fog-Rain
2011-5-24,18,65,1007,
2011-5-25,14,58,1008,
